audio,transcription,real transcription
myaudio/12440268.wav, مغهی گزاشتن نام داخل پاکت و سختی جلوی عشخای شرقی رفت.,موقع گذاشتن نامه داخل پاکت به سختی جلوی اشک هایش را گرفت
myaudio/12440269.wav, ایشام در این ما ها حسابی پیر شده بود. گونه هایش فرو رفته بود. دست هایش...,ایشام در این ماهها حسابی پیر شده بود گونه هایش فرو رفته بود دست هایش
myaudio/12440270.wav, مثل پوستی که رو یش چیز نوشتشد باشد چوروک شد بود. آیا وقتی تومک برگردد.,مثل پوستی که رویش چیزی نوشته شده باشد چروک شده بود آیا وقتی تومک برگردد
myaudio/12440273.wav, چند سا ات خاب خابی که هیچ رویای نداشت بختی بیدار شود,چند ساعت خواب خوابی که هیچ رویایی نداشت وقتی بیدار شد
myaudio/12440274.wav, هنوز شب بود و پرتوی از نور ماخ پستوی فروشکا هشرا روشن کرده بود. از جایش پرید.,هنوز شب بود و پرتویی از نور ماه پستوی فروشگاه اش را روشن کرده بود از جایش پرید
myaudio/12440275.wav, با دیلی پار از شادی حالا دیگر امروز شده بود. بنظر اشرا سید که به اندازه یه بینحایت سپر کرده از تر.,با دلی پر از شادی حالا دیگر امروز شده بود به نظرش رسید که به اندازه ی بی نهایت صبر کرده است
myaudio/12440276.wav, وزیبا ترین روز زندگی اش سرنجام از راخ رسیده. اومیدی واسف ناشودنی براو چیر شده گود.,و زیبا ترین روز زندگی اش سرانجام از راه رسیده امیدی وصف ناشدنی بر او چیره شده بود
myaudio/12440277.wav, مطمئن نن رود خانه کجار را پیدا خاحت کرد. از کوه مقدس بالا خاحت رف، با خود آب خود را برده.,مطمئنا رودخانه ی کجار را پیدا خواهد کرد از کوه مقدس بالا خواهد رفت با خود آب
myaudio/12440278.wav, خا هدا فرد. دخترک را هم دو بار خا هد دید و سکش را به او پس خا هد داد. یک کاسه بزول,خواهد آورد دخترک را هم دوباره خواهد دید و سکه اش را به او پس خواهد داد یک کاسه ی بزرگ
myaudio/12440279.wav, شکولات و چند ورق نانکر مالید و موربارا با اشتها خورد. بعد لباس گرم.,شکلات و چند ورق نان کره مالیده  مربا را با اشتها خورد بعد لباس گرم
myaudio/12440280.wav, خوب نگاه که قوم قومه بکمرش محکم بستش ده باشت کسج,پوشید خوب نگاه کرد که قمقمه به کمرش محکم بسته شده باشد کیسه اش
myaudio/12440281.wav, بگردنش آویزان باشت و وصایلی که باید توی جیب حایش باشند سرد جایشان باشند.,به گردنش آویزان باشد و وسایلی که باید توی جیب هایش باشند سرجای اشان باشند
myaudio/12440283.wav, گره زدو به سویه در رفت، و کاری را کرد که در تمام زندگی اشنکر ده بود.,گره زد  به سوی در رفت و کاری را کرد که در تمام زندگی اش نکرده بود
myaudio/12440284.wav, تابلو یه کودشکی که رو یه در آویخت بودرا برکر تاند. از حالا ببد،,تابلوی کوچکی که روی در آویخته بود را برگرداند از حالا به بعد
myaudio/12440290.wav, با قدم های بولند در این مسیری که بارها رفته بود برا هفتتت. فقط این بار,با قدم هایی بلند در این مسیری که بارها رفته بود به راه افتاد فقط این بار
myaudio/12440292.wav, گروحی قاز وحشی در آسمان، مسلس کاملی تشکیل داده بودند. گوی داشتند، سلام می کردند.,گروهی غاز وحشی در آسمان مثلث کاملی تشکیل داده بودند گویی داشتند سلام می کردند
myaudio/12440293.wav, آنها بسمت جنوب میرفتند، مثل تومک. قلب تومک پارس خوش بختی شده بود.,آنها به سمت جنوب می رفتند مثل تومک قلب تومک پر از خوشبختی شده بود
myaudio/12440295.wav, جغرفیت چیزهای زیادی نمیدانستند. شکتاشتن که زمین گیرت باشت. خیلیها,جغرافیا چیزهای زیادی نمی دانستند شک داشتند که زمین گرد باشد خیلی ها
myaudio/12440296.wav, هنوز در این مورد مطقایت نشده کنند. آنها میگفتند، آیا آنهای که پای نند، سرشان به ترفه پای نند؟,هنوز در این مورد متقاعد نشده بودند آنها می گفتند آیا آنهایی که پایین اند سر اشان به طرف پایین است
myaudio/12440297.wav, آنها نمی افتاد؟ آیه آنها با کف پاهایشان بزمین چس بیداد؟,آنها نمی افتند آیا آنها با کف پاهایشان به زمین چسبیده اند
myaudio/12440298.wav, با یا دانست که در آن زمان، نمسل امروز نقشه خاصی وجود داش، ونه نقشه یا راخ.,باید دانست که در آن زمان نه مثل امروز نقشه ی خاصی وجود داشت و نه نقشه ی راه مردم
myaudio/12440299.wav, با کمک خورشید ماه و ستارگان راح را پیدا می کردن و کمتر پیش میامت که گم شاوند.,با کمک خورشید ماه و ستارگان راه را پیدا می کردند و کمتر پیش می آمد که گم شوند
myaudio/12440300.wav, تو میک، بر اصلاص حرفهای ایشام و این نتیج رسیده بود که بایت بسمت جونوب برا وات، به همان سمتی که,تومک بر اساس حرف های ایشام به این نتیجه رسیده بود که باید به سمت جنوب برود به همان سمتی که
myaudio/12440301.wav, اوکیانوز وجود دارت. انجاکه برست دیگر وقتان میشه ود که سمت چپ یا راست را,اقیانوس وجود دارد آنجا که برسد دیگر وقت آن میشود که سمت چپ یا راست را
myaudio/12440303.wav, از بین چشمند آسهای که برای اش آش نا بودند را خرفت از تپه ها بداشتها.,از بین چشم انداز هایی که برایش آشنا بودند راه رفت از تپه ها به دشت ها
myaudio/12440304.wav, بطنها برای خوردن کمینان، نوشیدن آب از گومگوماش، و چیدن باقی منده برخی میوها از خمینان.,و تنها برای خوردن کمی نان نوشیدن آب از قمقمه اش و چیدن باقی مانده ی برخی میوه  ها از
myaudio/12440306.wav, گوستردمی شود و از دور نوی دیوار سیاحو پایان ناپذیر جلوی را هش قرار کرفت است.,گسترده می شود و از دور نوعی دیوار سیاه  پایان ناپذیر جلوی راهش قرار گرفته است
